"Gene"	"Freq"
"C16orf48"	2
"C16orf50"	2
"C16orf51"	2
"C16orf52"	2
"C16orf53"	2
"C16orf54"	2
"C16orf57"	2
"C16orf58"	2
"C16orf60"	2
"C16orf61"	2
"C16orf63"	2
"C16orf9"	2
"C17orf37"	2
"C17orf39"	2
"C17orf44"	2
"C17orf45"	2
"C17orf48"	2
"C17orf53"	2
"C17orf57"	2
"C17orf59"	2
"C17orf61"	2
"C17orf62"	2
"C17orf73"	2
"C17orf76"	2
"C17orf79"	2
"C17orf80"	2
"C17orf81"	2
"C18orf1"	2
"C18orf10"	2
"C18orf14"	2
"C18orf16"	2
"C18orf19"	2
"C18orf20"	2
"C18orf21"	2
"C18orf22"	2
"C18orf24"	2
"C18orf34"	2
"C18orf37"	2
"C18orf4"	2
"C18orf43"	2
"C18orf45"	2
"C18orf54"	2
"C18orf8"	2
"C19orf12"	2
"C19orf15"	2
"C19orf18"	2
"C19orf19"	2
"C19orf21"	2
"C19orf22"	2
"C19orf24"	2
"C19orf26"	2
"C19orf33"	2
"C19orf35"	2
"C19orf36"	2
"C19orf37"	2
"C19orf4"	2
"C19orf6"	2
"C1D"	2
"C1orf102"	2
"C1orf104"	2
"C1orf106"	2
"C1orf107"	2
"C1orf108"	2
"C1orf109"	2
"C1orf111"	2
"C1orf114"	2
"C1orf115"	2
"C1orf116"	2
"C1orf121"	2
"C1orf122"	2
"C1orf123"	2
"C1orf124"	2
"C1orf126"	2
"C1orf127"	2
"C1orf128"	2
"C1orf132"	2
"C1orf135"	2
"C1orf142"	2
"C1orf149"	2
"C1orf150"	2
"C1orf156"	2
"C1orf158"	2
"C1orf159"	2
"C1orf160"	2
"C1orf163"	2
"C1orf164"	2
"C1orf165"	2
"C1orf166"	2
"C1orf171"	2
"C1orf172"	2
"C1orf174"	2
"C1orf175"	2
"C1orf176"	2
"C1orf177"	2
"C1orf181"	2
"C1orf182"	2
"C1orf187"	2
"C1orf188"	2
"C1orf19"	2
"C1orf198"	2
"C1orf2"	2
"C1orf201"	2
"C1orf21"	2
"C1orf22"	2
"C1orf24"	2
"C1orf26"	2
"C1orf32"	2
"C1orf33"	2
"C1orf35"	2
"C1orf38"	2
"C1orf42"	2
"C1orf43"	2
"C1orf48"	2
"C1orf49"	2
"C1orf51"	2
"C1orf52"	2
"C1orf54"	2
"C1orf56"	2
"C1orf57"	2
"C1orf58"	2
"C1orf59"	2
"C1orf60"	2
"C1orf61"	2
"C1orf62"	2
"C1orf63"	2
"C1orf64"	2
"C1orf65"	2
"C1orf66"	2
"C1orf71"	2
"C1orf73"	2
"C1orf74"	2
"C1orf75"	2
"C1orf76"	2
"C1orf77"	2
"C1orf80"	2
"C1orf85"	2
"C1orf86"	2
"C1orf87"	2
"C1orf88"	2
"C1orf89"	2
"C1orf9"	2
"C1orf91"	2
"C1orf93"	2
"C1orf94"	2
"C1QA"	2
"C1QB"	2
"C1QC"	2
"C1QL1"	2
"C1QR1"	2
"C1QTNF1"	2
"C1QTNF2"	2
"C1QTNF3"	2
"C1QTNF4"	2
"C1QTNF5"	2
"C1QTNF6"	2
"C1R"	2
"C1RL"	2
"C1S"	2
"C2"	2
"C20orf10"	2
"C20orf100"	2
"C20orf102"	2
"C20orf103"	2
"C20orf108"	2
"C20orf111"	2
"C20orf112"	2
"C20orf114"	2
"C20orf116"	2
"C20orf121"	2
"C20orf133"	2
"C20orf135"	2
"C20orf14"	2
"C20orf141"	2
"C20orf144"	2
"C20orf149"	2
"C20orf151"	2
"C20orf152"	2
"C20orf155"	2
"C20orf160"	2
"C20orf161"	2
"C20orf165"	2
"C20orf172"	2
"C20orf173"	2
"C20orf177"	2
"C20orf186"	2
"C20orf19"	2
"C20orf195"	2
"C20orf20"	2
"C20orf22"	2
"C20orf23"	2
"C20orf24"	2
"C20orf27"	2
"C20orf28"	2
"C20orf29"	2
"C20orf3"	2
"C20orf30"	2
"C20orf31"	2
"C20orf35"	2
"C20orf38"	2
"C20orf39"	2
"C20orf4"	2
"C20orf42"	2
"C20orf54"	2
"C20orf6"	2
"C20orf67"	2
"C20orf70"	2
"C20orf75"	2
"C20orf77"	2
"C20orf79"	2
"C20orf85"	2
"C20orf86"	2
"C20orf91"	2
"C20orf98"	2
"C21orf121"	2
"C21orf123"	2
"C21orf124"	2
"C21orf129"	2
"C21orf13"	2
"C21orf2"	2
"C21orf29"	2
"C21orf45"	2
"C21orf55"	2
"C21orf56"	2
"C21orf59"	2
"C21orf6"	2
"C21orf66"	2
"C21orf67"	2
"C21orf70"	2
"C21orf77"	2
"C21orf81"	2
"C21orf84"	2
"C21orf91"	2
"C21orf93"	2
"C21orf94"	2
"C22orf16"	2
"C22orf19"	2
"C22orf25"	2
"C22orf5"	2
"C22orf8"	2
"C22orf9"	2
"C2orf10"	2
"C2orf11"	2
"C2orf15"	2
"C2orf17"	2
"C2orf18"	2
"C2orf21"	2
"C2orf24"	2
"C2orf25"	2
"C2orf27"	2
"C2orf29"	2
"C2orf3"	2
"C2orf32"	2
"C2orf33"	2
"C2orf34"	2
"C2orf4"	2
"C2orf7"	2
"C3"	2
"C3orf10"	2
"C3orf14"	2
"C3orf15"	2
"C3orf18"	2
"C3orf19"	2
"C3orf22"	2
"C3orf24"	2
"C3orf26"	2
"C3orf27"	2
"C3orf28"	2
"C3orf31"	2
"C3orf32"	2
"C3orf35"	2
"C3orf36"	2
"C3orf37"	2
"C3orf38"	2
"C3orf39"	2
"C3orf40"	2
"C3orf45"	2
"C3orf52"	2
"C3orf54"	2
"C3orf57"	2
"C3orf58"	2
"C3orf59"	2
"C3orf60"	2
"C3orf62"	2
"C3orf63"	2
"C3orf9"	2
"C4B"	2
"C4BPA"	2
"C4orf13"	2
"C4orf14"	2
"C4orf16"	2
"C4orf17"	2
"C4orf7"	2
"C4orf8"	2
"C5"	2
"C5AR1"	2
"C5orf13"	2
"C5orf14"	2
"C5orf15"	2
"C5orf16"	2
"C5orf20"	2
"C5orf21"	2
"C5orf3"	2
"C5orf5"	2
"C6orf1"	2
"C6orf105"	2
"C6orf106"	2
"C6orf108"	2
"C6orf111"	2
"C6orf113"	2
"C6orf114"	2
"C6orf117"	2
"C6orf118"	2
"C6orf125"	2
"C6orf128"	2
"C6orf136"	2
"C6orf139"	2
"C6orf141"	2
"C6orf145"	2
"C6orf15"	2
"C6orf150"	2
"C6orf151"	2
"C6orf152"	2
"C6orf155"	2
"C6orf165"	2
"C6orf166"	2
"C6orf167"	2
"C6orf182"	2
"C6orf188"	2
"C6orf192"	2
"C6orf199"	2
"C6orf203"	2
"C6orf204"	2
"C6orf206"	2
"C6orf208"	2
"C6orf25"	2
"C6orf27"	2
"C6orf32"	2
"C6orf47"	2
"C6orf48"	2
"C6orf51"	2
"C6orf55"	2
"C6orf57"	2
"C6orf62"	2
"C6orf64"	2
"C6orf66"	2
"C6orf69"	2
"C6orf72"	2
"C6orf79"	2
"C6orf81"	2
"C6orf84"	2
"C6orf96"	2
"C7"	2
"C7orf11"	2
"C7orf13"	2
"C7orf16"	2
"C7orf20"	2
"C7orf23"	2
"C7orf24"	2
"C7orf25"	2
"C7orf26"	2
"C7orf27"	2
"C7orf28B"	2
"C7orf29"	2
"C7orf30"	2
"C7orf31"	2
"C7orf33"	2
"C7orf34"	2
"C7orf36"	2
"C7orf9"	2
"C8B"	2
"C8orf1"	2
"C8orf13"	2
"C8orf17"	2
"C8orf31"	2
"C8orf32"	2
"C8orf34"	2
"C8orf35"	2
"C8orf36"	2
"C8orf37"	2
"C8orf38"	2
"C8orf4"	2
"C8orf40"	2
"C8orf41"	2
"C8orf45"	2
"C8orf46"	2
"C8orf53"	2
"C8orf55"	2
"C8orf70"	2
"C8orf78"	2
"C8ORFK32"	2
"C9"	2
"C9orf10"	2
"C9orf100"	2
"C9orf10OS"	2
"C9orf111"	2
"C9orf112"	2
"C9orf114"	2
"C9orf116"	2
"C9orf121"	2
"C9orf127"	2
"C9orf138"	2
"C9orf140"	2
"C9orf142"	2
"C9orf156"	2
"C9orf16"	2
"C9orf18"	2
"C9orf23"	2
"C9orf24"	2
"C9orf25"	2
"C9orf26"	2
"C9orf3"	2
"C9orf30"	2
"C9orf40"	2
"C9orf41"	2
"C9orf42"	2
"C9orf43"	2
"C9orf45"	2
"C9orf46"	2
"C9orf48"	2
"C9orf52"	2
"C9orf58"	2
"C9orf6"	2
"C9orf64"	2
"C9orf65"	2
"C9orf68"	2
"C9orf7"	2
"C9orf72"	2
"C9orf74"	2
"C9orf75"	2
"C9orf76"	2
"C9orf78"	2
"C9orf80"	2
"C9orf82"	2
"C9orf84"	2
"C9orf85"	2
"C9orf89"	2
"C9orf90"	2
"C9orf91"	2
"C9orf93"	2
"C9orf95"	2
"C9orf97"	2
"CA1"	2
"CA11"	2
"CA12"	2
"CA2"	2
"CA3"	2
"CA4"	2
"CA5A"	2
"CA5B"	2
"CA6"	2
"CA7"	2
"CA8"	2
"CA9"	2
"CAB39"	2
"CAB39L"	2
"CABC1"	2
"CABP1"	2
"CABP2"	2
"CABP4"	2
"CABP5"	2
"CABYR"	2
"CACHD1"	2
"CACNA1A"	2
"CACNA1C"	2
"CACNA1D"	2
"CACNA1H"	2
"CACNA1S"	2
"CACNA2D1"	2
"CACNA2D2"	2
"CACNB1"	2
"CACNB2"	2
"CACNB3"	2
"CACNB4"	2
"CACNG1"	2
"CACNG2"	2
"CACNG3"	2
"CACNG4"	2
"CACNG5"	2
"CACNG6"	2
"CACYBP"	2
"CAD"	2
"CADPS"	2
"CALB1"	2
"CALB2"	2
"CALCB"	2
"CALCOCO1"	2
"CALCOCO2"	2
"CALM1"	2
"CALM2"	2
"CALML3"	2
"CALML4"	2
"CALML5"	2
"CALN1"	2
"CALR"	2
"CALR3"	2
"CALU"	2
"CAMK1D"	2
"CAMK2D"	2
"CAMK2N2"	2
"CAMK4"	2
"CAMLG"	2
"CAMSAP1"	2
"CAMSAP1L1"	2
"CAMTA2"	2
"CAND1"	2
"CANT1"	2
"CANX"	2
"CAP1"	2
"CAP2"	2
"CAPG"	2
"CAPN1"	2
"CAPN10"	2
"CAPN12"	2
"CAPN2"	2
"CAPN3"	2
"CAPN7"	2
"CAPN9"	2
"CAPNS1"	2
"CAPS"	2
"CAPS2"	2
"CAPSL"	2
"CAPZA2"	2
"CAPZB"	2
"CARD10"	2
"CARD11"	2
"CARD14"	2
"CARD15"	2
"CARD4"	2
"CARD8"	2
"CARD9"	2
"CARF"	2
"CARM1"	2
"CARS"	2
"CART"	2
"CART1"	2
"CASC3"	2
"CASC5"	2
"CASKIN2"	2
"CASP1"	2
"CASP10"	2
"CASP14"	2
"CASP2"	2
"CASP4"	2
"CASP6"	2
"CASP8AP2"	2
"CASP9"	2
"CASQ1"	2
"CASQ2"	2
"CASR"	2
"CAST1"	2
"CASZ1"	2
"CAT"	2
"CATSPER1"	2
"CATSPER3"	2
"CAV2"	2
"CAV3"	2
"CBARA1"	2
"CBFA2T2"	2
"CBFA2T3"	2
"CBFB"	2
"CBL"	2
"CBLB"	2
"CBLC"	2
"CBLL1"	2
"CBLN2"	2
"CBLN4"	2
"CBR1"	2
"CBR3"	2
"CBR4"	2
"CBS"	2
"CBWD1"	2
"CBWD2"	2
"CBX1"	2
"CBX2"	2
"CBX3"	2
"CBX4"	2
"CBX5"	2
"CBX6"	2
"CBX7"	2
"CBX8"	2
"CCBL1"	2
"CCBP2"	2
"CCDC11"	2
"CCDC12"	2
"CCDC13"	2
"CCDC17"	2
"CCDC19"	2
"CCDC21"	2
"CCDC22"	2
"CCDC23"	2
"CCDC24"	2
"CCDC25"	2
"CCDC27"	2
"CCDC28A"	2
"CCDC28B"	2
"CCDC3"	2
"CCDC32"	2
"CCDC34"	2
"CCDC37"	2
"CCDC38"	2
"CCDC41"	2
"CCDC42"	2
"CCDC44"	2
"CCDC47"	2
"CCDC48"	2
"CCDC5"	2
"CCDC51"	2
"CCDC57"	2
"CCDC59"	2
"CCDC6"	2
"CCDC60"	2
"CCDC62"	2
"CCDC63"	2
"CCDC64"	2
"CCDC65"	2
"CCDC68"	2
"CCDC7"	2
"CCDC71"	2
"CCDC74B"	2
"CCDC75"	2
"CCDC76"	2
"CCDC77"	2
"CCDC8"	2
"CCDC9"	2
"CCIN"	2
"CCK"	2
"CCKAR"	2
"CCL1"	2
"CCL13"	2
"CCL14"	2
"CCL15"	2
"CCL16"	2
"CCL17"	2
"CCL19"	2
"CCL2"	2
"CCL20"	2
"CCL21"	2
"CCL22"	2
"CCL23"	2
"CCL25"	2
"CCL26"	2
"CCL27"	2
"CCL28"	2
"CCL4"	2
"CCL4L2"	2
"CCL5"	2
"CCL7"	2
"CCL8"	2
"CCM2"	2
"CCNA2"	2
"CCNB1"	2
"CCNB2"	2
"CCNB3"	2
"CCNC"	2
"CCNDBP1"	2
"CCNE2"	2
"CCNF"	2
"CCNG1"	2
"CCNG2"	2
"CCNH"	2
"CCNI"	2
"CCNJ"	2
"CCNL1"	2
"CCNT1"	2
"CCNT2"	2
"CCPG1"	2
"CCR1"	2
"CCR10"	2
"CCR3"	2
"CCR6"	2
"CCR7"	2
"CCR8"	2
"CCR9"	2
"CCRK"	2
"CCRL2"	2
"CCRN4L"	2
"CCS"	2
"CCT5"	2
"CCT6A"	2
"CCT6B"	2
"CCT7"	2
"CCT8"	2
"CD109"	2
"CD14"	2
"CD151"	2
"CD160"	2
"CD163"	2
"CD164"	2
"CD164L2"	2
"CD19"	2
"CD1B"	2
"CD1D"	2
"CD1E"	2
"CD200"	2
"CD200R1"	2
"CD209"	2
"CD22"	2
"CD226"	2
"CD244"	2
"CD248"	2
"CD274"	2
"CD276"	2
"CD28"	2
"CD2AP"	2
"CD2BP2"	2
"CD300C"	2
"CD300LB"	2
"CD300LF"	2
"CD300LG"	2
"CD302"	2
"CD320"	2
"CD33"	2
"CD34"	2
"CD37"	2
"CD38"	2
"CD3D"	2
"CD3E"	2
"CD3G"	2
"CD4"	2
"CD40"	2
"CD40LG"	2
"CD46"	2
"CD47"	2
"CD48"	2
"CD53"	2
"CD55"	2
"CD58"	2
"CD59"	2
"CD5L"	2
"CD6"	2
"CD63"	2
"CD68"	2
"CD72"	2
"CD74"	2
"CD79A"	2
"CD79B"	2
"CD80"	2
"CD81"	2
"CD83"	2
"CD84"	2
"CD86"	2
"CD8A"	2
"CD8B1"	2
"CD9"	2
"CD96"	2
"CD97"	2
"CD99L2"	2
"CDA"	2
"CDADC1"	2
"CDC14A"	2
"CDC14B"	2
"CDC16"	2
"CDC20"	2
"CDC23"	2
"CDC25A"	2
"CDC25B"	2
"CDC25C"	2
"CDC26"	2
"CDC27"	2
"CDC2L2"	2
"CDC2L6"	2
"CDC34"	2
"CDC37"	2
"CDC40"	2
"CDC42BPB"	2
"CDC42EP1"	2
"CDC42EP2"	2
"CDC42EP3"	2
"CDC42EP4"	2
"CDC42EP5"	2
"CDC42SE1"	2
"CDC5L"	2
"CDC6"	2
"CDC73"	2
"CDC91L1"	2
"CDCA1"	2
"CDCA2"	2
"CDCA3"	2
"CDCA4"	2
"CDCA5"	2
"CDCA7"	2
"CDCA7L"	2
"CDCA8"	2
"CDCP1"	2
"CDCP2"	2
"CDH10"	2
"CDH11"	2
"CDH12"	2
"CDH15"	2
"CDH16"	2
"CDH17"	2
"CDH18"	2
"CDH2"	2
"CDH22"	2
"CDH24"	2
"CDH26"	2
"CDH3"	2
"CDH5"	2
"CDH6"	2
"CDH7"	2
"CDH8"	2
"CDH9"	2
"CDIPT"	2
"CDK10"	2
"CDK2AP1"	2
"CDK3"	2
"CDK4"	2
"CDK5"	2
"CDK5R1"	2
"CDK5R2"	2
"CDK5RAP1"	2
"CDK5RAP2"	2
"CDK6"	2
"CDK7"	2
"CDK8"	2
"CDK9"	2
"CDKL1"	2
"CDKL2"	2
"CDKL3"	2
"CDKL5"	2
"CDKN1B"	2
"CDKN2C"	2
"CDKN2D"	2
"CDKN3"	2
"CDO1"	2
"CDR1"	2
"CDR2"	2
"CDR2L"	2
"CDS1"	2
"CDSN"	2
"CDV3"	2
"CDX1"	2
"CDX2"	2
"CDX4"	2
"CDYL"	2
"CEACAM1"	2
"CEACAM19"	2
"CEACAM3"	2
"CEACAM4"	2
"CEACAM5"	2
"CEACAM6"	2
"CEACAM7"	2
"CEACAM8"	2
"CEBPA"	2
"CEBPD"	2
"CEBPE"	2
"CEBPG"	2
"CEBPZ"	2
"CECR5"	2
"CECR6"	2
"CEECAM1"	2
"CEL"	2
"CELSR1"	2
"CELSR2"	2
"CELSR3"	2
"CENPA"	2
"CENPB"	2
"CENPF"	2
"CENPH"	2
"CENPJ"	2
"CENTA1"	2
"CENTA2"	2
"CENTB2"	2
"CENTB5"	2
"CENTD1"	2
"CENTD2"	2
"CENTD3"	2
"CENTG1"	2
"CENTG2"	2
"CEP250"	2
"CEP350"	2
"CEP57"	2
"CEP63"	2
"CEP68"	2
"CEP72"	2
"CEPT1"	2
"CER1"	2
"CERK"	2
"CES2"	2
"CES7"	2
"CESK1"	2
"CETN1"	2
"CETN2"	2
"CETN3"	2
"CETP"	2
"CFB"	2
"CFC1"	2
"CFD"	2
"CFH"	2
"CFL1"	2
"CFL2"	2
"CFLAR"	2
"CGB1"	2
"CGB2"	2
"CGB5"	2
"CGGBP1"	2
"CGI-115"	2
"CGI-38"	2
"CGI-69"	2
"CGN"	2
"CGNL1"	2
"CGREF1"	2
"CGRRF1"	2
"CH25H"	2
"CHAC1"	2
"CHAD"	2
"CHAF1B"	2
"CHAT"	2
"CHCHD1"	2
"CHCHD2"	2
"CHCHD3"	2
"CHCHD4"	2
"CHCHD5"	2
"CHCHD6"	2
"CHCHD8"	2
"CHD1L"	2
"CHD5"	2
"CHD6"	2
"CHD8"	2
"CHDH"	2
"CHEK1"	2
"CHERP"	2
"CHES1"	2
"CHGA"	2
"CHGB"	2
"ChGn"	2
"CHI3L1"	2
"CHI3L2"	2
"CHIA"	2
"CHID1"	2
"CHKA"	2
"CHM"	2
"CHML"	2
"CHMP2A"	2
"CHMP2B"	2
"CHMP4A"	2
"CHMP4B"	2
"CHMP4C"	2
"CHMP5"	2
"CHMP6"	2
"CHN1"	2
"CHN2"	2
"CHODL"	2
"CHP"	2
"CHPF"	2
"CHPT1"	2
"CHRAC1"	2
"CHRD"	2
"CHRDL1"	2
"CHRDL2"	2
"CHRFAM7A"	2
"CHRM1"	2
"CHRM2"	2
"CHRM4"	2
"CHRNA1"	2
"CHRNA10"	2
"CHRNA2"	2
"CHRNA3"	2
"CHRNA4"	2
"CHRNA7"	2
"CHRNA9"	2
"CHRNB1"	2
"CHRNB2"	2
"CHRNB3"	2
"CHRNB4"	2
"CHRND"	2
"CHRNG"	2
"CHST10"	2
"CHST12"	2
"CHST13"	2
"CHST3"	2
"CHST4"	2
"CHST5"	2
"CHST6"	2
"CHST7"	2
"CHST8"	2
"CHSY1"	2
"CHX10"	2
"CIAS1"	2
"CIB1"	2
"CIB2"	2
"CIB3"	2
"CIDEA"	2
"CIDEB"	2
"CIDEC"	2
"CIITA"	2
"CILP"	2
"CILP2"	2
"CINP"	2
"CIP29"	2
"CIRBP"	2
"CIRH1A"	2
"CISH"	2
"CIT"	2
"CITED1"	2
"CITED2"	2
"CITED4"	2
"CIZ1"	2
"CKAP1"	2
"CKAP2"	2
"CKAP4"	2
"CKAP5"	2
"CKB"	2
"CKLF"	2
"CKM"	2
"CKMT1B"	2
"CKMT2"	2
"CKS2"	2
"CLASP2"	2
"CLC"	2
"CLCC1"	2
"CLCN1"	2
"CLCN2"	2
"CLCN3"	2
"CLCN4"	2
"CLCN5"	2
"CLCN6"	2
"CLCNKA"	2
"CLDN1"	2
"CLDN11"	2
"CLDN12"	2
"CLDN14"	2
"CLDN15"	2
"CLDN16"	2
"CLDN18"	2
"CLDN19"	2
"CLDN2"	2
"CLDN20"	2
"CLDN5"	2
"CLDN6"	2
"CLDN9"	2
"CLEC10A"	2
"CLEC11A"	2
"CLEC12A"	2
"CLEC12B"	2
"CLEC14A"	2
"CLEC1A"	2
"CLEC2A"	2
"CLEC2B"	2
"CLEC2D"	2
"CLEC3A"	2
"CLEC3B"	2
"CLEC4A"	2
"CLEC4C"	2
"CLEC4D"	2
"CLEC4E"	2
"CLEC4F"	2
"CLEC4G"	2
"CLEC4M"	2
"CLEC9A"	2
"CLGN"	2
"CLIC3"	2
"CLIC5"	2
"CLIC6"	2
"CLIPR-59"	2
"CLK1"	2
"CLK2"	2
"CLK3"	2
"CLK4"	2
"CLMN"	2
"CLN3"	2
"CLN6"	2
"CLNS1A"	2
"CLOCK"	2
"CLPB"	2
"CLPP"	2
"CLPS"	2
"CLPX"	2
"CLSPN"	2
"CLSTN1"	2
"CLSTN2"	2
"CLSTN3"	2
"CLTA"	2
"CLTCL1"	2
"CLU"	2
"CLUL1"	2
"CMAS"	2
"CMKLR1"	2
"CMKOR1"	2
"CMPK"	2
"CMTM2"	2
"CMTM3"	2
"CMTM4"	2
"CMTM5"	2
"CMTM6"	2
"CMTM8"	2
"CMYA1"	2
"CNAP1"	2
"CNDP1"	2
"CNDP2"	2
"CNFN"	2
"CNGA2"	2
"CNGA3"	2
"CNGB1"	2
"CNIH"	2
"CNIH2"	2
"CNIH4"	2
"CNKSR1"	2
"CNKSR2"	2
"CNKSR3"	2
"CNN1"	2
"CNN3"	2
"CNNM1"	2
"CNNM2"	2
"CNNM3"	2
"CNNM4"	2
"CNO"	2
"CNOT1"	2
"CNOT2"	2
"CNOT3"	2
"CNOT4"	2
"CNOT6"	2
"CNOT8"	2
"CNP"	2
"CNR1"	2
"CNTD"	2
"CNTFR"	2
"CNTN1"	2
"CNTN2"	2
"CNTN4"	2
"CNTN6"	2
"CNTNAP2"	2
"CNTNAP3"	2
"CNTNAP4"	2
"COASY"	2
"COBLL1"	2
"COBRA1"	2
"COG1"	2
"COG3"	2
"COG5"	2
"COG6"	2
"COG7"	2
"COG8"	2
"COIL"	2
"COL11A1"	2
"COL11A2"	2
"COL12A1"	2
"COL13A1"	2
"COL14A1"	2
"COL15A1"	2
"COL16A1"	2
"COL17A1"	2
"COL18A1"	2
"COL19A1"	2
"COL1A1"	2
"COL1A2"	2
"COL21A1"	2
"COL23A1"	2
"COL27A1"	2
"COL2A1"	2
"COL4A2"	2
"COL4A3"	2
"COL4A3BP"	2
"COL4A6"	2
"COL5A1"	2
"COL5A3"	2
"COL6A1"	2
"COL6A2"	2
"COL6A3"	2
"COL7A1"	2
"COL8A1"	2
"COL8A2"	2
"COL9A1"	2
"COL9A2"	2
"COL9A3"	2
"COLEC10"	2
"COLEC11"	2
"COMMD1"	2
"COMMD2"	2
"COMMD3"	2
"COMMD4"	2
"COMMD6"	2
"COMMD9"	2
"COMP"	2
"COPA"	2
"COPB"	2
"COPB2"	2
"COPS2"	2
"COPS3"	2
"COPS6"	2
"COPS7A"	2
"COPS7B"	2
"COPS8"	2
"COQ10B"	2
"COQ3"	2
"COQ7"	2
"CORIN"	2
"CORO1A"	2
"CORO1B"	2
"CORO1C"	2
"CORO2A"	2
"CORO2B"	2
"CORO6"	2
"CORO7"	2
"CORT"	2
"COTL1"	2
"COVA1"	2
"COX10"	2
"COX11"	2
"COX15"	2
"COX17"	2
"COX4I2"	2
"COX4NB"	2
"COX5A"	2
"COX5B"	2
"COX6A1"	2
"COX6A2"	2
"COX6B1"	2
"COX6C"	2
"COX7A2L"	2
"COX7C"	2
"COX8A"	2
"COX8C"	2
"CP110"	2
"CPA1"	2
"CPA2"	2
"CPA3"	2
"CPA5"	2
"CPA6"	2
"CPD"	2
"CPE"	2
"CPEB4"	2
"CPLX2"	2
"CPM"	2
"CPNE2"	2
"CPNE3"	2
"CPNE4"	2
"CPNE5"	2
"CPNE6"	2
"CPNE7"	2
"CPNE8"	2
"CPNE9"	2
"CPO"	2
"CPSF1"	2
"CPSF3"	2
"CPSF3L"	2
"CPSF4"	2
"CPT1A"	2
"CPT1C"	2
"CPT2"	2
"CPVL"	2
"CPXM2"	2
"CPZ"	2
"CR1"	2
"CR2"	2
"CRABP2"	2
"CRADD"	2
"CRAMP1L"	2
"CRAT"	2
"CRB2"	2
"CRB3"	2
"CRBN"	2
"CREB1"	2
"CREB3"	2
"CREB3L3"	2
"CREB5"	2
"CREBBP"	2
"CREBL1"	2
"CREBL2"	2
"CREG1"	2
"CREG2"	2
"CRELD1"	2
"CRELD2"	2
"CREM"	2
"CRH"	2
"CRHBP"	2
"CRHR1"	2
"CRHR2"	2
"CRI2"	2
"CRIM1"	2
"CRIP1"	2
"CRIP2"	2
"CRIP3"	2
"CRISP2"	2
"CRISPLD1"	2
"CRISPLD2"	2
"CRK"	2
"CRKRS"	2
"CRLF1"	2
"CRLF3"	2
"CRMP1"	2
"CRNN"	2
"CROP"	2
"CRR9"	2
"CRSP2"	2
"CRSP3"	2
"CRSP6"	2
"CRSP7"	2
"CRSP8"	2
"CRSP9"	2
"CRTAM"	2
"CRTAP"	2
"CRTC1"	2
"CRX"	2
"CRY1"	2
"CRY2"	2
"CRYAA"	2
"CRYAB"	2
"CRYBA1"	2
"CRYBA2"	2
"CRYBA4"	2
"CRYBB1"	2
"CRYBB2"	2
"CRYBB3"	2
"CRYGA"	2
"CRYGB"	2
"CRYGC"	2
"CRYGD"	2
"CRYGN"	2
"CS"	2
"CSAD"	2
"CSAG1"	2
"CSAG3A"	2
"CSDA"	2
"CSDC2"	2
"CSDE1"	2
"CSE1L"	2
"CSEN"	2
"CSF1"	2
"CSF1R"	2
"CSF2"	2
"CSF2RB"	2
"CSF3"	2
"CSF3R"	2
"CSH1"	2
"CSH2"	2
"CSMD1"	2
"CSMD2"	2
"CSMD3"	2
"CSN3"	2
"CSNK1A1"	2
"CSNK1A1L"	2
"CSNK1E"	2
"CSNK1G1"	2
"CSNK1G2"	2
"CSNK1G3"	2
"CSNK2A1"	2
"CSNK2A2"	2
"CSPG2"	2
"CSPG3"	2
"CSPG4"	2
"CSPG5"	2
"CSPG6"	2
"CSRP1"	2
"CSRP2"	2
"CSRP2BP"	2
"CSRP3"	2
"CST1"	2
"CST11"	2
"CST2"	2
"CST4"	2
"CST5"	2
"CST6"	2
"CST7"	2
"CST8"	2
"CST9L"	2
"CSTA"	2
"CSTB"	2
"CSTF1"	2
"CSTF2"	2
"CSTF2T"	2
"CSTF3"	2
"CT45-2"	2
"CTAG2"	2
"CTAGE1"	2
"CTBP1"	2
"CTBP2"	2
"CTCF"	2
"CTDP1"	2
"CTDSP2"	2
"CTDSPL"	2
"CTDSPL2"	2
"CTGF"	2
"CTGLF1"	2
"CTH"	2
"CTHRC1"	2
"CTNNA1"	2
"CTNNA2"	2
"CTNNA3"	2
"CTNNAL1"	2
"CTNNB1"	2
"CTNNBIP1"	2
"CTNNBL1"	2
"CTNND1"	2
"CTNND2"	2
"CTPS"	2
"CTPS2"	2
"CTRB1"	2
"CTRC"	2
"CTRL"	2
"CTSB"	2
"CTSC"	2
"CTSE"	2
"CTSF"	2
"CTSG"	2
"CTSH"	2
"CTSK"	2
"CTSL"	2
"CTSL2"	2
"CTSO"	2
"CTTN"	2
"CTTNBP2"	2
"CTTNBP2NL"	2
"CTXN1"	2
"CUEDC1"	2
"CUGBP1"	2
"CUL1"	2
"CUL2"	2
"CUL3"	2
"CUL5"	2
"CUL7"	2
"CUTA"	2
"CUTL1"	2
"CUTL2"	2
"CUZD1"	2
"CWF19L1"	2
"CWF19L2"	2
"CX36"	2
"CX3CL1"	2
"CX3CR1"	2
"CX40.1"	2
"CX62"	2
"CXADR"	2
"CXCL1"	2
"CXCL12"	2
"CXCL14"	2
"CXCL16"	2
"CXCL2"	2
"CXCL3"	2
"CXCL5"	2
"CXCL6"	2
"CXCR4"	2
"CXorf12"	2
"CXorf15"	2
"CXorf17"	2
