"Gene"	"Freq"
"FOXA1"	2
"FOXA2"	2
"FOXA3"	2
"FOXB1"	2
"FOXC1"	2
"FOXD1"	2
"FOXD2"	2
"FOXD3"	2
"FOXD4L1"	2
"FOXD4L4"	2
"FOXE1"	2
"FOXE3"	2
"FOXF1"	2
"FOXF2"	2
"FOXG1B"	2
"FOXH1"	2
"FOXI1"	2
"FOXJ1"	2
"FOXJ2"	2
"FOXJ3"	2
"FOXK2"	2
"FOXL1"	2
"FOXL2"	2
"FOXM1"	2
"FOXN1"	2
"FOXN4"	2
"FOXO1A"	2
"FOXO3A"	2
"FOXP1"	2
"FOXP3"	2
"FOXP4"	2
"FOXQ1"	2
"FPGS"	2
"FPR1"	2
"FRAG1"	2
"FRAT1"	2
"FRAT2"	2
"FREQ"	2
"FRK"	2
"FRMD4A"	2
"FRMD5"	2
"FRMD6"	2
"FRMPD1"	2
"FRMPD2"	2
"FRMPD4"	2
"FRS3"	2
"FRZB"	2
"FSD1"	2
"FSD1NL"	2
"FSHPRH1"	2
"FSHR"	2
"FSIP1"	2
"FST"	2
"FSTL1"	2
"FSTL3"	2
"FSTL5"	2
"FTH1"	2
"FTMT"	2
"FTS"	2
"FTSJ1"	2
"FTSJ3"	2
"FUBP1"	2
"FUCA1"	2
"FUK"	2
"FUNDC1"	2
"FUNDC2"	2
"FURIN"	2
"FUS"	2
"FUSIP1"	2
"FUT1"	2
"FUT10"	2
"FUT11"	2
"FUT2"	2
"FUT3"	2
"FUT4"	2
"FUT5"	2
"FUT6"	2
"FUT7"	2
"FUT8"	2
"FVT1"	2
"FXC1"	2
"FXN"	2
"FXR1"	2
"FXR2"	2
"FXYD2"	2
"FXYD3"	2
"FXYD4"	2
"FXYD5"	2
"FXYD6"	2
"FXYD7"	2
"FYB"	2
"FYCO1"	2
"FYN"	2
"FYTTD1"	2
"FZD1"	2
"FZD2"	2
"FZD3"	2
"FZD4"	2
"FZD6"	2
"FZD8"	2
"FZD9"	2
"FZR1"	2
"G0S2"	2
"G10"	2
"G1P2"	2
"G1P3"	2
"G3BP"	2
"G3BP2"	2
"G6PC3"	2
"G6PD"	2
"GAB1"	2
"GAB2"	2
"GAB3"	2
"GABARAP"	2
"GABARAPL1"	2
"GABBR1"	2
"GABBR2"	2
"GABPA"	2
"GABRA1"	2
"GABRA2"	2
"GABRA3"	2
"GABRA4"	2
"GABRA5"	2
"GABRA6"	2
"GABRB1"	2
"GABRB2"	2
"GABRD"	2
"GABRE"	2
"GABRG2"	2
"GABRG3"	2
"GABRP"	2
"GABRQ"	2
"GABRR2"	2
"GAD1"	2
"GAD2"	2
"GADD45A"	2
"GADD45G"	2
"GADD45GIP1"	2
"GADL1"	2
"GAGE4"	2
"GAJ"	2
"GAL"	2
"GAL3ST1"	2
"GAL3ST4"	2
"GALE"	2
"GALGT"	2
"GALK1"	2
"GALNAC4S-6ST"	2
"GALNACT-2"	2
"GALNS"	2
"GALNT1"	2
"GALNT10"	2
"GALNT11"	2
"GALNT12"	2
"GALNT13"	2
"GALNT14"	2
"GALNT2"	2
"GALNT4"	2
"GALNT5"	2
"GALNT6"	2
"GALNT7"	2
"GALNT8"	2
"GALNTL4"	2
"GALNTL5"	2
"GALP"	2
"GALR2"	2
"GALR3"	2
"GALT"	2
"GAMT"	2
"GAN"	2
"GANAB"	2
"GANC"	2
"GAP43"	2
"GAPDH"	2
"GAPDHS"	2
"GARNL3"	2
"GARS"	2
"GART"	2
"GAS1"	2
"GAS2"	2
"GAS2L1"	2
"GAS2L2"	2
"GAS2L3"	2
"GAS6"	2
"GAS7"	2
"GAS8"	2
"GAST"	2
"GATA1"	2
"GATA6"	2
"GATAD1"	2
"GBA"	2
"GBA2"	2
"GBAS"	2
"GBE1"	2
"GBGT1"	2
"GBL"	2
"GBP1"	2
"GBP3"	2
"GBP4"	2
"GBP6"	2
"GBP7"	2
"GBX2"	2
"GC"	2
"GCA"	2
"GCAT"	2
"GCC1"	2
"GCC2"	2
"GCDH"	2
"GCET2"	2
"GCH1"	2
"GCHFR"	2
"GCK"	2
"GCKR"	2
"GCLC"	2
"GCLM"	2
"GCM1"	2
"GCM2"	2
"GCN1L1"	2
"GCN5L2"	2
"GCNT1"	2
"GCNT3"	2
"GCNT4"	2
"Gcom1"	2
"GCS1"	2
"GCSH"	2
"GDA"	2
"GDAP1L1"	2
"GDEP"	2
"GDF11"	2
"GDF15"	2
"GDF2"	2
"GDF3"	2
"GDF5"	2
"GDF7"	2
"GDF9"	2
"GDI1"	2
"GDI2"	2
"GDNF"	2
"GDPD1"	2
"GDPD2"	2
"GDPD3"	2
"GDPD4"	2
"GDPD5"	2
"GEFT"	2
"GEM"	2
"GEMIN5"	2
"GEMIN6"	2
"GEMIN7"	2
"GENX-3414"	2
"GFAP"	2
"GFI1"	2
"GFI1B"	2
"GFM2"	2
"GFOD1"	2
"GFPT1"	2
"GFPT2"	2
"GFRA1"	2
"GFRA3"	2
"GFRA4"	2
"GGA1"	2
"GGA2"	2
"GGA3"	2
"GGCX"	2
"GGH"	2
"GGN"	2
"GGPS1"	2
"GGT1"	2
"GGT2"	2
"GGT6"	2
"GGTL3"	2
"GGTL4"	2
"GGTLA1"	2
"GGTLA4"	2
"GH1"	2
"GH2"	2
"GHRH"	2
"GHSR"	2
"GIF"	2
"GIMAP1"	2
"GIMAP2"	2
"GIMAP5"	2
"GIMAP7"	2
"GIP"	2
"GIPC1"	2
"GIPC2"	2
"GIPR"	2
"GIT1"	2
"GIT2"	2
"GJA12"	2
"GJA3"	2
"GJA4"	2
"GJA5"	2
"GJA7"	2
"GJB1"	2
"GJB2"	2
"GJB3"	2
"GJB4"	2
"GJB5"	2
"GJB6"	2
"GJB7"	2
"GK"	2
"GK2"	2
"GLA"	2
"GLB1"	2
"GLB1L"	2
"GLDC"	2
"GLE1L"	2
"GLG1"	2
"GLI1"	2
"GLI3"	2
"GLI4"	2
"GLIS1"	2
"GLIS2"	2
"GLIS3"	2
"GLO1"	2
"GLOXD1"	2
"GLP1R"	2
"GLP2R"	2
"GLRA1"	2
"GLRA2"	2
"GLRA3"	2
"GLRB"	2
"GLRX"	2
"GLRX2"	2
"GLRX5"	2
"GLS"	2
"GLS2"	2
"GLT1D1"	2
"GLT25D1"	2
"GLT25D2"	2
"GLT28D1"	2
"GLT8D1"	2
"GLT8D2"	2
"GLTP"	2
"GLTSCR1"	2
"GLTSCR2"	2
"GLUD1"	2
"GLUD2"	2
"GLYCTK"	2
"GM2A"	2
"GMCL1"	2
"GMDS"	2
"GMEB1"	2
"GMEB2"	2
"GMFB"	2
"GMFG"	2
"GMIP"	2
"GML"	2
"GMNN"	2
"GMPPB"	2
"GMPR"	2
"GNA11"	2
"GNA12"	2
"GNA14"	2
"GNAI1"	2
"GNAI2"	2
"GNAI3"	2
"GNAL"	2
"GNAO1"	2
"GNAT2"	2
"GNAZ"	2
"GNB1"	2
"GNB1L"	2
"GNB2"	2
"GNB2L1"	2
"GNB3"	2
"GNB4"	2
"GNB5"	2
"GNG12"	2
"GNG13"	2
"GNG4"	2
"GNG5"	2
"GNG7"	2
"GNG8"	2
"GNGT2"	2
"GNL2"	2
"GNL3"	2
"GNL3L"	2
"GNLY"	2
"GNPDA1"	2
"GNPDA2"	2
"GNPNAT1"	2
"GNPTAB"	2
"GNPTG"	2
"GNRH2"	2
"GNRHR"	2
"GNS"	2
"GOLGA1"	2
"GOLGA2"	2
"GOLGA3"	2
"GOLGA4"	2
"GOLGA5"	2
"GOLGB1"	2
"GOLPH2"	2
"GOLPH3"	2
"GOLPH4"	2
"GOLT1A"	2
"GON4"	2
"GOPC"	2
"GORASP1"	2
"GORASP2"	2
"GOSR1"	2
"GOSR2"	2
"GOT1"	2
"GOT2"	2
"GP1BA"	2
"GP1BB"	2
"GP2"	2
"GP5"	2
"GP9"	2
"GPA33"	2
"GPAA1"	2
"GPAM"	2
"GPATC1"	2
"GPATC3"	2
"GPC2"	2
"GPC4"	2
"GPC5"	2
"GPC6"	2
"GPD1"	2
"GPD1L"	2
"GPHA2"	2
"GPHN"	2
"GPI"	2
"GPIAP1"	2
"GPKOW"	2
"GPLD1"	2
"GPM6A"	2
"GPM6B"	2
"GPNMB"	2
"GPR101"	2
"GPR103"	2
"GPR107"	2
"GPR109A"	2
"GPR109B"	2
"GPR114"	2
"GPR115"	2
"GPR119"	2
"GPR12"	2
"GPR124"	2
"GPR125"	2
"GPR126"	2
"GPR133"	2
"GPR135"	2
"GPR137"	2
"GPR137B"	2
"GPR142"	2
"GPR146"	2
"GPR148"	2
"GPR15"	2
"GPR150"	2
"GPR152"	2
"GPR154"	2
"GPR155"	2
"GPR156"	2
"GPR157"	2
"GPR160"	2
"GPR162"	2
"GPR17"	2
"GPR172A"	2
"GPR173"	2
"GPR176"	2
"GPR21"	2
"GPR24"	2
"GPR25"	2
"GPR26"	2
"GPR27"	2
"GPR3"	2
"GPR30"	2
"GPR31"	2
"GPR34"	2
"GPR35"	2
"GPR37"	2
"GPR37L1"	2
"GPR39"	2
"GPR4"	2
"GPR42"	2
"GPR44"	2
"GPR45"	2
"GPR55"	2
"GPR56"	2
"GPR6"	2
"GPR61"	2
"GPR62"	2
"GPR63"	2
"GPR64"	2
"GPR68"	2
"GPR75"	2
"GPR77"	2
"GPR78"	2
"GPR81"	2
"GPR83"	2
"GPR89A"	2
"GPR92"	2
"GPR97"	2
"GPRASP1"	2
"GPRASP2"	2
"GPRC5A"	2
"GPRC5B"	2
"GPRC5C"	2
"GPRC5D"	2
"GPS1"	2
"GPS2"	2
"GPSM1"	2
"GPSM2"	2
"GPSM3"	2
"GPT"	2
"GPT2"	2
"GPX1"	2
"GPX2"	2
"GPX4"	2
"GPX5"	2
"GPX7"	2
"GRAMD3"	2
"GRAP"	2
"GRAP2"	2
"GRASP"	2
"GRB2"	2
"GRB7"	2
"GREB1"	2
"GREM1"	2
"GRHL3"	2
"GRHPR"	2
"GRIA1"	2
"GRIA2"	2
"GRIA3"	2
"GRIA4"	2
"GRID2"	2
"GRIK1"	2
"GRIK2"	2
"GRIK3"	2
"GRIN1"	2
"GRIN2A"	2
"GRIN2B"	2
"GRIN2C"	2
"GRIN3A"	2
"GRIP1"	2
"GRK1"	2
"GRK4"	2
"GRK5"	2
"GRK6"	2
"GRLF1"	2
"GRM1"	2
"GRM2"	2
"GRM3"	2
"GRM4"	2
"GRM5"	2
"GRM6"	2
"GRM7"	2
"GRM8"	2
"GRN"	2
"GRP"	2
"GRPEL1"	2
"GRSF1"	2
"GRTP1"	2
"GRWD1"	2
"GSC"	2
"GSCL"	2
"GSDML"	2
"GSG1"	2
"GSG2"	2
"GSH1"	2
"GSH2"	2
"GSK3A"	2
"GSN"	2
"GSPT1"	2
"GSPT2"	2
"GSS"	2
"GSTA3"	2
"GSTA5"	2
"GSTK1"	2
"GSTM2"	2
"GSTM3"	2
"GSTM4"	2
"GSTM5"	2
"GSTO1"	2
"GSTO2"	2
"GSTZ1"	2
"GTDC1"	2
"GTF2A2"	2
"GTF2B"	2
"GTF2E2"	2
"GTF2F1"	2
"GTF2F2"	2
"GTF2H4"	2
"GTF2I"	2
"GTF2IRD1"	2
"GTF2IRD2"	2
"GTF3A"	2
"GTF3C1"	2
"GTF3C2"	2
"GTF3C3"	2
"GTF3C5"	2
"GTL3"	2
"GTPBP2"	2
"GTSE1"	2
"GUCA1B"	2
"GUCA2B"	2
"GUCY1A2"	2
"GUCY1A3"	2
"GUCY1B2"	2
"GUCY2C"	2
"GUCY2D"	2
"GUCY2F"	2
"GUF1"	2
"GULP1"	2
"GUP1"	2
"GUSB"	2
"GYG1"	2
"GYG2"	2
"GYPB"	2
"GYPC"	2
"GYPE"	2
"GYS1"	2
"GYS2"	2
"GZMB"	2
"GZMH"	2
"GZMM"	2
"H-plk"	2
"H1FX"	2
"H1T2"	2
"H2-ALPHA"	2
"H2AFB3"	2
"H2AFV"	2
"H2AFX"	2
"H2AFY"	2
"H2AFY2"	2
"H2AFZ"	2
"H2BFS"	2
"H3F3A"	2
"H3F3B"	2
"H6PD"	2
"HAAO"	2
"HABP2"	2
"HABP4"	2
"HACE1"	2
"HADH2"	2
"HADHB"	2
"HADHSC"	2
"HAGH"	2
"HAL"	2
"HAMP"	2
"HAND1"	2
"HAND2"	2
"HAP1"	2
"HAPLN1"	2
"HAPLN2"	2
"HAPLN3"	2
"HAPLN4"	2
"HARS2"	2
"HARSL"	2
"HAS1"	2
"HAS2"	2
"HAS3"	2
"HAT1"	2
"HAVCR2"	2
"HAX1"	2
"HBA1"	2
"HBA2"	2
"HBB"	2
"HBEGF"	2
"HBII-13"	2
"HBII-438B"	2
"HBLD2"	2
"HBQ1"	2
"HBS1L"	2
"HBXIP"	2
"HBZ"	2
"HCA112"	2
"hCAP-D3"	2
"HCAP-G"	2
"HCCA2"	2
"HCFC1"	2
"HCFC1R1"	2
"HCFC2"	2
"HCG9"	2
"HCK"	2
"HCLS1"	2
"HCN1"	2
"HCN2"	2
"HCN3"	2
"HCN4"	2
"HCP5"	2
"HCRT"	2
"HCRTR1"	2
"HCRTR2"	2
"HD"	2
"HDAC1"	2
"HDAC10"	2
"HDAC3"	2
"HDAC4"	2
"HDAC6"	2
"HDAC7A"	2
"HDAC8"	2
"HDAC9"	2
"HDC"	2
"HDDC3"	2
"HDGF"	2
"HDHD1A"	2
"HDHD3"	2
"HDLBP"	2
"HEBP1"	2
"HEBP2"	2
"HECA"	2
"HECW1"	2
"HEL308"	2
"HELB"	2
"HELLS"	2
"HELZ"	2
"HEM1"	2
"HEMK1"	2
"HEPH"	2
"HERC1"	2
"HERC2"	2
"HERC3"	2
"HERC4"	2
"HERC5"	2
"HERPUD1"	2
"HERV-FRD"	2
"HES1"	2
"HES4"	2
"HES6"	2
"HEXA"	2
"HEXB"	2
"HEXIM1"	2
"HEY2"	2
"HEYL"	2
"HFE2"	2
"hfl-B5"	2
"HGF"	2
"HGFAC"	2
"HGS"	2
"HHAT"	2
"HHEX"	2
"HHIP"	2
"HHLA3"	2
"HIAT1"	2
"HIATL1"	2
"HIBADH"	2
"HIBCH"	2
"HIC2"	2
"HIF1A"	2
"HIF1AN"	2
"HIF3A"	2
"HIG2"	2
"HIGD1A"	2
"HIGD2A"	2
"HINT1"	2
"HINT2"	2
"HINT3"	2
"HIP1"	2
"HIP2"	2
"HIPK1"	2
"HIPK2"	2
"HIPK3"	2
"HIPK4"	2
"HIRA"	2
"HIST1H1A"	2
"HIST1H1B"	2
"HIST1H1C"	2
"HIST1H1D"	2
"HIST1H1T"	2
"HIST1H2AA"	2
"HIST1H2AB"	2
"HIST1H2AE"	2
"HIST1H2AG"	2
"HIST1H2AH"	2
"HIST1H2AI"	2
"HIST1H2AJ"	2
"HIST1H2AK"	2
"HIST1H2AL"	2
"HIST1H2AM"	2
"HIST1H2BB"	2
"HIST1H2BC"	2
"HIST1H2BD"	2
"HIST1H2BH"	2
"HIST1H2BI"	2
"HIST1H2BN"	2
"HIST1H3A"	2
"HIST1H3B"	2
"HIST1H3C"	2
"HIST1H3D"	2
"HIST1H3F"	2
"HIST1H3H"	2
"HIST1H3I"	2
"HIST1H3J"	2
"HIST1H4A"	2
"HIST1H4B"	2
"HIST1H4D"	2
"HIST1H4E"	2
"HIST1H4F"	2
"HIST1H4G"	2
"HIST1H4H"	2
"HIST1H4I"	2
"HIST1H4J"	2
"HIST1H4K"	2
"HIST1H4L"	2
"HIST2H2AA"	2
"HIST2H2AB"	2
"HIST2H2AC"	2
"HIST2H2BE"	2
"HIST2H4"	2
"HIST3H2A"	2
"HIST3H2BB"	2
"HIST3H3"	2
"HIST4H4"	2
"HIVEP1"	2
"HIVEP3"	2
"HK1"	2
"HK2"	2
"HK3"	2
"HKDC1"	2
"HKR1"	2
"HKR2"	2
"HKR3"	2
"HLA-A"	2
"HLA-C"	2
"HLA-DMA"	2
"HLA-DMB"	2
"HLA-DOB"	2
"HLA-DPB1"	2
"HLA-DQB2"	2
"HLA-DRA"	2
"HLA-F"	2
"HLCS"	2
"HLF"	2
"HLRC1"	2
"HLX1"	2
"HLXB9"	2
"HM13"	2
"HMBOX1"	2
"HMBS"	2
"HMFN0839"	2
"HMG20A"	2
"HMG20B"	2
"HMGA2"	2
"HMGB1"	2
"HMGB2"	2
"HMGB3"	2
"HMGCL"	2
"HMGCS1"	2
"HMGCS2"	2
"HMGN1"	2
"HMGN2"	2
"HMGN3"	2
"HMGN4"	2
"HMHA1"	2
"HMOX1"	2
"HMOX2"	2
"HMP19"	2
"HNF4A"	2
"HNMT"	2
"HNRNPG-T"	2
"HNRPA0"	2
"HNRPA1"	2
"HNRPA3"	2
"HNRPAB"	2
"HNRPC"	2
"HNRPD"	2
"HNRPF"	2
"HNRPH1"	2
"HNRPH3"	2
"HNRPK"	2
"HNRPL"	2
"HNRPM"	2
"HNRPR"	2
"HNRPU"	2
"HNRPUL1"	2
"HNT"	2
"HOM-TES-103"	2
"HOMER1"	2
"HOMER3"	2
"HOOK1"	2
"HOP"	2
"HOXA1"	2
"HOXA11"	2
"HOXA13"	2
"HOXA2"	2
"HOXA4"	2
"HOXA5"	2
"HOXA7"	2
"HOXB1"	2
"HOXB13"	2
"HOXB2"	2
"HOXB5"	2
"HOXB6"	2
"HOXB7"	2
"HOXB8"	2
"HOXB9"	2
"HOXC10"	2
"HOXC11"	2
"HOXC12"	2
"HOXC4"	2
"HOXC8"	2
"HOXC9"	2
"HOXD10"	2
"HOXD11"	2
"HOXD12"	2
"HOXD13"	2
"HOXD3"	2
"HOXD8"	2
"HOXD9"	2
"HP"	2
"HPCA"	2
"HPCAL1"	2
"HPCAL4"	2
"HPD"	2
"HPGD"	2
"HPN"	2
"HPR"	2
"HPRT1"	2
"HPS1"	2
"HPS3"	2
"HPS4"	2
"HPS5"	2
"HPS6"	2
"HPSE"	2
"HPSE2"	2
"HPX"	2
"HR"	2
"HRASLS"	2
"HRASLS2"	2
"HRASLS3"	2
"HRB"	2
"HRB2"	2
"HRBL"	2
"HRC"	2
"HRG"	2
"HRH1"	2
"HRH2"	2
"HRH3"	2
"HRIHFB2122"	2
"HRK"	2
"HRSP12"	2
"HS1BP3"	2
"HS3ST1"	2
"HS3ST2"	2
"HS3ST3A1"	2
"HS3ST3B1"	2
"HS6ST3"	2
"HS747E2A"	2
"HSA277841"	2
"HSA9761"	2
"HSBP1"	2
"HSD11B2"	2
"HSD17B1"	2
"HSD17B13"	2
"HSD17B2"	2
"HSD17B3"	2
"HSD17B4"	2
"HSD17B7"	2
"HSD3B1"	2
"HSD3B7"	2
"HSF2"	2
"HSF2BP"	2
"HSF4"	2
"HSMPP8"	2
"HSP90AA1"	2
"HSP90B1"	2
"HSPA12B"	2
"HSPA14"	2
"HSPA1A"	2
"HSPA1B"	2
"HSPA4"	2
"HSPA5BP1"	2
"HSPA6"	2
"HSPA9B"	2
"HSPB1"	2
"HSPB2"	2
"HSPB3"	2
"HSPB6"	2
"HSPB8"	2
"HSPB9"	2
"HSPBP1"	2
"HSPC023"	2
"HSPC065"	2
"HSPC111"	2
"HSPC117"	2
"HSPC138"	2
"HSPC152"	2
"HSPC159"	2
"HSPC176"	2
"HSPD1"	2
"HSPG2"	2
"HSPH1"	2
"HSU79303"	2
"HTATIP"	2
"HTATIP2"	2
"HTATSF1"	2
"HTF9C"	2
"HTLF"	2
"HTN1"	2
"HTR1B"	2
"HTR1D"	2
"HTR1E"	2
"HTR2A"	2
"HTR2C"	2
"HTR3C"	2
"HTR3D"	2
"HTR3E"	2
"HTR5A"	2
"HTR6"	2
"HTR7"	2
"HTRA1"	2
"HTRA2"	2
"HTRA3"	2
"HTRA4"	2
"HUS1"	2
"HYAL2"	2
"HYAL4"	2
"HYDIN"	2
"HYLS1"	2
"HYMAI"	2
"HYOU1"	2
"HYPB"	2
"HYPE"	2
"HYPK"	2
"IARS2"	2
"IBRDC1"	2
"IBRDC3"	2
"ICAM1"	2
"ICAM2"	2
"ICAM3"	2
"ICAM4"	2
"ICAM5"	2
"ICF45"	2
"ICK"	2
"ICMT"	2
"ICT1"	2
"ID1"	2
"ID2"	2
"ID3"	2
"ID4"	2
"IDE"	2
"IDH1"	2
"IDH3A"	2
"IDH3B"	2
"IDH3G"	2
"IDI1"	2
"IDS"	2
"IDUA"	2
"IER5"	2
"IFI16"	2
"IFI27"	2
"IFI30"	2
"IFI35"	2
"IFIH1"	2
"IFIT2"	2
"IFIT5"	2
"IFITM1"	2
"IFITM2"	2
"IFNA1"	2
"IFNA13"	2
"IFNA14"	2
"IFNA21"	2
"IFNAR1"	2
"IFNAR2"	2
"IFNGR1"	2
"IFNGR2"	2
"IFRD1"	2
"IFRD2"	2
"IFT122"	2
"IFT140"	2
"IFT80"	2
"IGF1R"	2
"IGF2BP1"	2
"IGF2BP2"	2
"IGF2BP3"	2
"IGF2R"	2
"IGFALS"	2
"IGFBP1"	2
"IGFBP2"	2
"IGFBP5"	2
"IGFBP6"	2
"IGFBP7"	2
"IGLL1"	2
"IGSF10"	2
"IGSF11"	2
"IGSF2"	2
"IGSF21"	2
"IGSF4"	2
"IGSF4B"	2
"IGSF4C"	2
"IGSF6"	2
"IGSF8"	2
"IGSF9"	2
"IHH"	2
"IHPK1"	2
"IHPK2"	2
"IIP45"	2
"IK"	2
"IKBKAP"	2
"IKBKB"	2
"IKBKE"	2
"IL10"	2
"IL10RA"	2
"IL11"	2
"IL11RA"	2
"IL12A"	2
"IL12RB2"	2
"IL13"	2
"IL15"	2
"IL15RA"	2
"IL16"	2
"IL17B"	2
"IL17E"	2
"IL17F"	2
"IL17R"	2
"IL17RC"	2
"IL17RD"	2
"IL17RE"	2
"IL18BP"	2
"IL18RAP"	2
"IL19"	2
"IL1A"	2
"IL1B"	2
"IL1F5"	2
"IL1F7"	2
"IL1F8"	2
"IL1F9"	2
"IL1R1"	2
"IL1R2"	2
"IL1RAP"	2
"IL1RAPL1"	2
"IL1RAPL2"	2
"IL1RL1"	2
"IL1RL2"	2
"IL1RN"	2
"IL2"	2
"IL20"	2
"IL20RA"	2
"IL21R"	2
"IL22RA1"	2
"IL22RA2"	2
"IL24"	2
"IL26"	2
"IL27"	2
"IL27RA"	2
"IL28B"	2
"IL28RA"	2
"IL29"	2
"IL2RA"	2
"IL2RG"	2
"IL3"	2
"IL31RA"	2
"IL32"	2
"IL4I1"	2
"IL4R"	2
"IL5"	2
"IL5RA"	2
"IL6"	2
"IL6R"	2
"IL6ST"	2
"IL7"	2
"IL8"	2
"IL8RA"	2
"IL8RB"	2
"IL9"	2
"ILDR1"	2
"ILF2"	2
"ILF3"	2
"ILK"	2
"ILKAP"	2
"ILVBL"	2
"IMMP1L"	2
"IMMP2L"	2
"IMMT"	2
"IMP3"	2
"IMP4"	2
"IMPA1"	2
"IMPACT"	2
"IMPAD1"	2
"IMPDH2"	2
"INA"	2
"INADL"	2
"INDOL1"	2
"ING2"	2
"INGX"	2
"INHA"	2
"INHBA"	2
"INHBB"	2
"INHBC"	2
"INHBE"	2
"INMT"	2
"INPP1"	2
"INPP4A"	2
"INPP4B"	2
"INPP5A"	2
"INPP5B"	2
"INPP5D"	2
"INPP5E"	2
"INPP5F"	2
"INPPL1"	2
"INSIG1"	2
"INSIG2"	2
"INSL3"	2
"INSL4"	2
"INSL5"	2
"INSL6"	2
"INSM2"	2
"INSR"	2
"INSRR"	2
"INT1"	2
"INT4"	2
"INVS"	2
"IPF1"	2
"IPO13"	2
"IPO4"	2
"IPO7"	2
"IPO8"	2
"IPO9"	2
"IQCC"	2
"IQCD"	2
"IQCF2"	2
"IQCG"	2
"IQCH"	2
"IQGAP1"	2
"IQGAP2"	2
"IQGAP3"	2
"IQSEC1"	2
"IQWD1"	2
"IRAK1"	2
"IRAK3"	2
"IRAK4"	2
"IREB2"	2
"IRF1"	2
"IRF2"	2
"IRF4"	2
"IRF6"	2
"IRF7"	2
"IRF8"	2
"IRGC"	2
"IRS1"	2
"IRS2"	2
"IRS4"	2
"IRX2"	2
"IRX3"	2
"IRX4"	2
"IRX5"	2
"IRXL1"	2
"ISG20"	2
"ISG20L1"	2
"ISG20L2"	2
"ISL1"	2
"ISLR"	2
"ISOC2"	2
"ITCH"	2
"ITGA1"	2
"ITGA10"	2
"ITGA11"	2
"ITGA2"	2
"ITGA2B"	2
"ITGA3"	2
"ITGA5"	2
"ITGA6"	2
"ITGA7"	2
"ITGA8"	2
"ITGA9"	2
"ITGAE"	2
"ITGAL"	2
"ITGAM"	2
"ITGAV"	2
"ITGAX"	2
"ITGB1"	2
"ITGB1BP1"	2
"ITGB1BP2"	2
"ITGB1BP3"	2
"ITGB2"	2
"ITGB3"	2
"ITGB3BP"	2
"ITGB4"	2
"ITGB4BP"	2
"ITGB6"	2
"ITGB7"	2
"ITGBL1"	2
"ITIH1"	2
"ITIH4"	2
"ITK"	2
"ITLN1"	2
"ITM2A"	2
"ITM2B"	2
"ITM2C"	2
"ITPA"	2
"ITPK1"	2
"ITPKA"	2
"ITPKB"	2
"ITPR1"	2
"ITPR3"	2
"ITR"	2
"ITSN1"	2
"ITSN2"	2
"IVL"	2
"IVNS1ABP"	2
"IZUMO1"	2
"JAG1"	2
"JAG2"	2
"JAK1"	2
"JAKMIP1"	2
"JAKMIP2"	2
"JAM2"	2
"JARID1A"	2
"JARID1B"	2
"JAZF1"	2
"JDP2"	2
"JM11"	2
"JMJD1A"	2
"JMJD2A"	2
"JMJD2B"	2
"JMJD2C"	2
"JMJD2D"	2
"JMJD5"	2
"JOSD1"	2
"JOSD2"	2
"JOSD3"	2
"JPH1"	2
"JPH3"	2
"JPH4"	2
"JRK"	2
"JRKL"	2
"JTB"	2
"JUB"	2
"JUN"	2
"JUNB"	2
"JUND"	2
"JUP"	2
"K-ALPHA-1"	2
"K5B"	2
"K6HF"	2
"K6IRS2"	2
"K6IRS3"	2
"K6IRS4"	2
"KA21"	2
"KA35"	2
"KAL1"	2
"KALRN"	2
"KARS"	2
"KATNB1"	2
"KAZALD1"	2
"KBTBD10"	2
"KBTBD3"	2
"KBTBD4"	2
"KBTBD5"	2
"KBTBD7"	2
"KBTBD8"	2
"KCNA1"	2
"KCNA10"	2
"KCNA2"	2
"KCNA3"	2
"KCNA4"	2
"KCNA5"	2
"KCNA6"	2
"KCNAB1"	2
"KCNAB2"	2
"KCNAB3"	2
"KCNB1"	2
"KCNB2"	2
"KCNC1"	2
"KCNC2"	2
"KCNC3"	2
"KCNC4"	2
"KCND1"	2
"KCND3"	2
"KCNE1"	2
"KCNE1L"	2
"KCNE2"	2
"KCNE3"	2
"KCNE4"	2
"KCNF1"	2
"KCNG1"	2
"KCNG3"	2
"KCNG4"	2
"KCNH1"	2
"KCNH3"	2
"KCNH4"	2
"KCNH5"	2
"KCNH6"	2
"KCNH7"	2
"KCNH8"	2
"KCNIP1"	2
"KCNIP2"	2
"KCNIP4"	2
"KCNJ1"	2
"KCNJ10"	2
"KCNJ11"	2
"KCNJ14"	2
"KCNJ15"	2
"KCNJ2"	2
"KCNJ4"	2
"KCNJ5"	2
"KCNJ6"	2
"KCNJ8"	2
"KCNJ9"	2
"KCNK1"	2
"KCNK10"	2
"KCNK12"	2
"KCNK13"	2
"KCNK16"	2
"KCNK17"	2
"KCNK18"	2
"KCNK3"	2
"KCNK4"	2
"KCNK5"	2
"KCNK6"	2
"KCNK7"	2
"KCNK9"	2
"KCNMB1"	2
"KCNMB2"	2
"KCNMB3"	2
"KCNMB4"	2
"KCNN2"	2
"KCNN3"	2
"KCNN4"	2
"KCNQ2"	2
"KCNQ3"	2
"KCNQ4"	2
"KCNQ5"	2
"KCNS1"	2
"KCNS2"	2
"KCNS3"	2
"KCNT2"	2
"KCNV1"	2
"KCNV2"	2
"KCTD1"	2
"KCTD10"	2
"KCTD12"	2
